Date,Open,High,Low,Close,Adj Close,Volume
2012-10-10,119.13333129882812,119.13333129882812,116.69999694824219,117.23332977294922,69.41664123535156,2963916
2012-10-11,117.0,118.93333435058594,117.0,117.5999984741211,69.63375854492188,2575929
2012-10-12,118.31666564941406,119.48332977294922,116.81666564941406,117.05000305175781,69.30809783935547,1713762
2012-10-15,116.06666564941406,117.69999694824219,116.06666564941406,116.61666870117188,69.051513671875,1628385
2012-10-16,116.66666412353516,117.16666412353516,114.51666259765625,115.16666412353516,68.19291687011719,3029718
2012-10-17,115.80000305175781,115.80000305175781,114.08333587646484,114.81666564941406,67.98567962646484,1314288
2012-10-18,115.33333587646484,116.03333282470703,114.1500015258789,115.68333435058594,68.49886322021484,2273388
2012-10-19,115.66666412353516,115.88333129882812,112.3499984741211,113.21666717529297,67.03829193115234,2148825
2012-10-22,112.4000015258789,114.33333587646484,111.88333129882812,114.13333129882812,67.58106994628906,2260224
2012-10-23,115.3499984741211,116.73332977294922,114.33333587646484,116.18333435058594,68.794921875,2378388
2012-10-25,117.26666259765625,117.33333587646484,115.53333282470703,116.83333587646484,69.17979431152344,2337006
2012-10-29,115.06666564941406,116.30000305175781,114.0,114.19999694824219,67.62054443359375,509583
2012-10-30,114.19999694824219,114.33333587646484,112.33333587646484,112.69999694824219,66.73234558105469,1389165
2012-10-31,111.80000305175781,113.51666259765625,111.80000305175781,112.51666259765625,66.6238021850586,1254819
2012-11-01,112.66666412353516,113.41666412353516,112.05000305175781,112.63333129882812,66.69288635253906,2637504
2012-11-02,113.0,114.01666259765625,111.73332977294922,112.01666259765625,66.32774353027344,2729121
2012-11-05,113.16666412353516,113.6500015258789,112.4000015258789,113.26666259765625,67.06790161132812,1389279
2012-11-06,113.31666564941406,114.13333129882812,112.69999694824219,113.81666564941406,67.39356231689453,1798305
2012-11-07,113.28333282470703,113.93333435058594,113.06666564941406,113.28333282470703,67.07776641845703,2025126
2012-11-08,113.5999984741211,114.63333129882812,112.81666564941406,113.05000305175781,66.93961334228516,2979429
2012-11-09,114.16666412353516,114.16666412353516,111.80000305175781,112.80000305175781,66.79155731201172,2756445
2012-11-12,113.0,113.66666412353516,110.51666259765625,111.0999984741211,65.78496551513672,1268331
2012-11-15,111.33333587646484,111.63333129882812,109.48332977294922,110.23332977294922,65.27178192138672,2562504
2012-11-16,110.80000305175781,110.9000015258789,108.96666717529297,109.68333435058594,64.94611358642578,1427943
2012-11-19,109.06666564941406,110.75,107.83333587646484,109.3499984741211,64.74874877929688,1870164
2012-11-20,109.33333587646484,110.33333587646484,108.01666259765625,108.80000305175781,64.42308044433594,1018032
2012-11-21,109.01666259765625,109.76666259765625,108.03333282470703,109.55000305175781,64.86717224121094,1718826
2012-11-22,109.06666564941406,109.56666564941406,108.18333435058594,108.6500015258789,64.33425903320312,1720539
2012-11-23,108.66666412353516,109.19999694824219,106.44999694824219,107.1500015258789,63.446067810058594,2343717
2012-11-26,106.71666717529297,107.56666564941406,105.0,105.1500015258789,62.261817932128906,2870805
2012-11-27,105.4000015258789,110.30000305175781,105.4000015258789,109.44999694824219,64.8079605102539,4689843
2012-11-29,109.78333282470703,113.08333587646484,108.98332977294922,112.19999694824219,66.436279296875,2565345
2012-11-30,113.33333587646484,116.5,112.26666259765625,115.83333587646484,68.58767700195312,2728809
2012-12-03,115.0,115.66666412353516,113.76666259765625,114.63333129882812,67.87712097167969,2480589
2012-12-04,114.96666717529297,117.51666259765625,114.66666412353516,116.56666564941406,69.02190399169922,2386422
